"","시도코드","일시","발생건수","시도","평균기온(°C)","최저기온(°C)","최고기온(°C)","평균 풍속(m/s)","평균 현지기압(hPa)","일 최심신적설(cm)","일강수량(mm)","강수 계속시간(hr)","최다풍향(16방위)","SO2","CO","O3","NO2","PM10","PM25","PM10등급","PM25등급","년도","인구수","발병률"
"1","11",2016-01-01,35,"서울",1.2,-3.3,4,1.6,1019.9,0,0,0,14,0.006083333,0.978070175,0.005172566,0.049218202,69.97975253,43.50606586,2,2,"2016",9805506,0.000356942313838776
"2","11",2016-01-02,36,"서울",5.7,1,9.5,2,1012,0,0,0,14,0.00610307,0.737061404,0.008488739,0.04620614,53.58295455,30.94664372,2,2,"2016",9805506,0.000367140665662741
"3","11",2016-01-03,30,"서울",6.5,5.1,9.4,1.8,1008.9,0,0,0,14,0.007364435,0.956497797,0.012011274,0.051611416,98.53239105,57.75212224,3,3,"2016",9805506,0.000305950554718951
"4","11",2016-01-04,36,"서울",2,-2.5,5.3,3.1,1013.1,0,0,0,1,0.006256891,0.640290179,0.022640625,0.029584344,78.65668203,46.87113402,2,2,"2016",9805506,0.000367140665662741
"5","11",2016-01-05,36,"서울",-2.7,-4.8,1.5,2.3,1016.9,0,0,0,14,0.006104526,0.466702703,0.01478556,0.029282937,33.75873362,16.39460371,2,2,"2016",9805506,0.000367140665662741
"6","11",2016-01-06,36,"서울",-1.7,-4.9,1.7,1.8,1014.7,0,0,0,1,0.007197849,0.708709677,0.006745161,0.044027957,57.90393013,29.45868465,2,2,"2016",9805506,0.000367140665662741
"7","11",2016-01-07,36,"서울",-3.4,-5.9,1.4,2.5,1013.9,0,0,0,13,0.006290252,0.549501661,0.01426287,0.030575658,41.78422782,20.46034483,2,2,"2016",9805506,0.000367140665662741
"8","11",2016-01-08,36,"서울",-3.3,-6.9,1,2,1012.6,0,0,0,16,0.006501085,0.566160521,0.012557484,0.034588937,36.62322015,17.52339688,2,2,"2016",9805506,0.000367140665662741
"9","11",2016-01-09,36,"서울",-2.1,-6.2,2.4,2.1,1014.3,0,0,0,2,0.006250814,0.567787419,0.012309111,0.03587649,39.10710383,19.36769759,2,2,"2016",9805506,0.000367140665662741
"10","11",2016-01-10,28,"서울",0.3,-2.7,3.8,2.6,1015.5,0,0,0,2,0.006267094,0.505674518,0.018370726,0.029827991,34.47639485,18.66444073,2,2,"2016",9805506,0.000285553851071021
"11","11",2016-01-11,36,"서울",-3.8,-6.5,0.9,2.8,1016.1,0,0,0,2,0.006218241,0.546145494,0.015176982,0.032972856,41.85978261,20.76101695,2,2,"2016",9805506,0.000367140665662741
"12","11",2016-01-12,36,"서울",-5.2,-9.1,0.7,2.5,1013.3,0,0,0,2,0.006066239,0.60715812,0.010714744,0.039282051,50.99355532,23.47297297,2,2,"2016",9805506,0.000367140665662741
"13","11",2016-01-13,36,"서울",-4.5,-8.2,0.1,2,1009.5,0.5,0.4,3.42,10,0.005747594,0.579679144,0.012220321,0.036044968,39.7207304,19.93634841,2,2,"2016",9805506,0.000367140665662741
"14","11",2016-01-14,36,"서울",-3.4,-8.4,1.3,1.7,1011,0,0,2.1,7,0.006587284,0.606047516,0.010422869,0.040822006,47.78941685,21.0998308,2,2,"2016",9805506,0.000367140665662741
"15","11",2016-01-15,36,"서울",-0.4,-4.3,5.3,1.8,1010.9,0,0,0,4,0.006785177,0.803501094,0.006184549,0.052122449,54.43837085,29.30976431,2,2,"2016",9805506,0.000367140665662741
"16","11",2016-01-16,36,"서울",-0.2,-2.1,2.8,2.9,1012.1,0,0.1,4.83,4,0.006325855,0.886111111,0.004751872,0.052026709,70.88159311,42.57939189,2,2,"2016",9805506,0.000367140665662741
"17","11",2016-01-17,29,"서울",1.7,-0.7,5.4,2.4,1006.4,0,0,0,15,0.006050267,0.888663102,0.006434225,0.04937754,72.85347594,46.44166667,2,2,"2016",9805506,0.000295752202894986
"18","11",2016-01-18,36,"서울",-6.3,-12.3,0.4,4.8,1003.9,0.4,0.2,4.9,15,0.005558919,0.602702703,0.018743784,0.027196757,57.69769989,31.70517241,2,2,"2016",9805506,0.000367140665662741
"19","11",2016-01-19,36,"서울",-12.8,-15.1,-8.9,5.4,1011.7,0,0,0,2,0.005225108,0.391883117,0.022046537,0.019045455,35.78227571,12.72805508,2,1,"2016",9805506,0.000367140665662741
"20","11",2016-01-20,36,"서울",-10.5,-14.5,-5.2,1.8,1019.7,0,0,0,14,0.005572816,0.558036677,0.0124946,0.03525027,40.90860215,22.32094595,2,2,"2016",9805506,0.000367140665662741
"21","11",2016-01-21,36,"서울",-7.1,-10.2,-2.3,1.8,1017.9,0,0,0,14,0.006118662,0.697925764,0.009508197,0.042793668,53.76923077,29.75506757,2,2,"2016",9805506,0.000367140665662741
"22","11",2016-01-22,36,"서울",-7.6,-11.1,-3.8,2.6,1021.1,0,0,0,15,0.006276231,0.65,0.012620915,0.038543573,52.41513514,27.4302521,2,2,"2016",9805506,0.000367140665662741
"23","11",2016-01-23,36,"서울",-11.5,-16,-8.3,4,1019.1,0,0,0.58,15,0.005763889,0.412299465,0.023447059,0.019725427,32.61153428,14.13827993,2,1,"2016",9805506,0.000367140665662741
"24","11",2016-01-24,30,"서울",-14.4,-18,-10.5,3.2,1014.9,0,0,0,14,0.005986111,0.441346154,0.022144231,0.018897436,39.8855615,19.31385643,2,2,"2016",9805506,0.000305950554718951
"25","11",2016-01-25,36,"서울",-9.4,-14.3,-3.4,1.9,1018,0,0,0,4,0.005954984,0.578349411,0.012992497,0.036428725,52.6965812,17.24916388,2,2,"2016",9805506,0.000367140665662741
"26","11",2016-01-26,36,"서울",-3.3,-8.5,1.7,2.3,1016.3,0.5,0.3,8.33,15,0.008079827,0.954476807,0.004897826,0.05838835,80.77923497,36.93996569,3,2,"2016",9805506,0.000367140665662741
"27","11",2016-01-27,36,"서울",-1.1,-4.7,4.3,2,1019,0,0,0,5,0.007828848,0.851883746,0.010911733,0.050892357,66.13071895,31.33783784,2,2,"2016",9805506,0.000367140665662741
"28","11",2016-01-28,36,"서울",-0.5,-5.6,3.5,1.6,1018.2,0,0,0,4,0.006656633,0.993913043,0.004937025,0.059409978,61.66953714,30.64915254,2,2,"2016",9805506,0.000367140665662741
"29","11",2016-01-29,36,"서울",1.9,-1.4,5.4,2.3,1014.6,0,0,0,14,0.007151815,0.774214518,0.007822961,0.048403226,52.22076503,26.16554054,2,2,"2016",9805506,0.000367140665662741
"30","11",2016-01-30,36,"서울",0.6,-2.5,5.2,2,1015.4,0,0,0,14,0.00614693,0.813377193,0.008081345,0.046491453,42.74623656,24.36700337,2,2,"2016",9805506,0.000367140665662741
"31","11",2016-01-31,34,"서울",-3.9,-6.5,0.3,3.2,1018.4,0,0,0,14,0.005721491,0.494627193,0.02308114,0.024939103,40.67735043,20.61538462,2,2,"2016",9805506,0.000346743962014811
"32","11",2016-02-01,36,"서울",-6,-9.1,-1,3,1018.5,0,0,0,15,0.005866071,0.512831858,0.018975474,0.030556039,42.0389755,18.32478632,2,2,"2016",9805506,0.000367140665662741
"33","11",2016-02-02,36,"서울",-5.3,-10,0.9,2.2,1017.6,0,0,0,3,0.006632812,0.634961998,0.013203074,0.042747541,47.297593,21.68150685,2,2,"2016",9805506,0.000367140665662741
"34","11",2016-02-03,36,"서울",-2.4,-8.3,4,1.9,1016.9,0,0,0,14,0.007324503,0.93193096,0.008219089,0.059711014,59.33588621,30.53780069,2,2,"2016",9805506,0.000367140665662741
"35","11",2016-02-04,36,"서울",-0.7,-4,3.9,2.4,1014.9,0,0,0,14,0.007098343,0.887190527,0.013091694,0.048496233,58.18181818,31.56382979,2,2,"2016",9805506,0.000367140665662741
"36","11",2016-02-05,36,"서울",-2.2,-6.8,3.4,2.5,1013.1,0,0,0,14,0.006820287,0.63566058,0.016012903,0.041356606,47.12906725,20.77948718,2,2,"2016",9805506,0.000367140665662741
"37","11",2016-02-06,36,"서울",-3.1,-6.2,2,2.9,1012.6,0,0,0,14,0.006773026,0.554438503,0.022233974,0.028440171,51.91336898,24.30050083,2,2,"2016",9805506,0.000367140665662741
"38","11",2016-02-07,33,"서울",-2.9,-8.3,3.5,2,1012,0,0,0,12,0.006115132,0.63034188,0.013675214,0.037439103,47.63850267,23.53589316,2,2,"2016",9805506,0.000336545610190846
"39","11",2016-02-08,32,"서울",1.3,-4.3,5.5,3.1,1004.8,0,0,0,14,0.007553238,0.685546039,0.022131551,0.035618182,75.11278195,40.77666667,2,2,"2016",9805506,0.000326347258366881
"40","11",2016-02-09,36,"서울",0.3,-3.9,5.5,3,1011.3,0,0,0,4,0.006838639,0.480818966,0.024727273,0.024127409,51.16720257,25.21166667,2,2,"2016",9805506,0.000367140665662741
"41","11",2016-02-10,36,"서울",2.7,-4.3,10.7,1.6,1015.2,0,0,0,5,0.006289329,0.811764706,0.00801073,0.050076075,43.86616702,22.639866,2,2,"2016",9805506,0.000367140665662741
"42","11",2016-02-11,36,"서울",8.1,1.6,13.5,3.5,1013.7,0,0.1,2.08,5,0.006877483,0.868886463,0.006873446,0.056806958,49.84108108,24.60472973,2,2,"2016",9805506,0.000367140665662741
"43","11",2016-02-12,36,"서울",8.4,6.8,10,3.2,1006.9,0,18,24,6,0.005273218,0.788387097,0.007911063,0.04679225,36.50965665,20.87197232,2,2,"2016",9805506,0.000367140665662741
"44","11",2016-02-13,36,"서울",11,5.8,14.4,3.3,996.3,0,21,14.1,14,0.005189305,0.747914439,0.00486631,0.038271658,17.65401302,10.15897436,1,1,"2016",9805506,0.000367140665662741
"45","11",2016-02-14,34,"서울",-2.6,-6.8,5.8,4.6,1003.1,0,2.5,9,15,0.004589744,0.414905451,0.021263889,0.01761859,30.95469256,17.04545455,2,2,"2016",9805506,0.000346743962014811
"46","11",2016-02-15,36,"서울",-5.8,-10,-2.3,4,1010.4,0,0,1.72,14,0.004541532,0.38482835,0.023921251,0.022941748,33.87459106,11.49409781,2,1,"2016",9805506,0.000367140665662741
"47","11",2016-02-16,36,"서울",-2.7,-6.7,1.1,2.7,1007.7,1.2,0.8,4.92,14,0.005134345,0.509812569,0.016331528,0.033588299,29.15494505,15.05723906,1,2,"2016",9805506,0.000367140665662741
"48","11",2016-02-17,36,"서울",0,-5.2,5.4,2.3,1013.5,0,0,0,12,0.005817888,0.60075594,0.013260776,0.040806034,41.78890098,15.28183362,2,2,"2016",9805506,0.000367140665662741
"49","11",2016-02-18,36,"서울",3.5,-1.4,7.8,3.2,1010.8,0,0,0,13,0.006405172,0.634159483,0.018263215,0.041855603,46.87908497,22.09475465,2,2,"2016",9805506,0.000367140665662741
"50","11",2016-02-19,36,"서울",2.3,0.1,4.4,1.7,1016.2,0,0,0,15,0.007051054,0.963163597,0.007198919,0.049273514,86.702407,41.24957841,3,2,"2016",9805506,0.000367140665662741
"51","11",2016-02-20,36,"서울",1.3,-2.5,6.3,2.9,1013.2,0,0,0,14,0.005762222,0.577681473,0.017752165,0.035524892,48.98245614,18.25214408,2,2,"2016",9805506,0.000367140665662741
"52","11",2016-02-21,34,"서울",-0.6,-4.2,4.4,2.9,1019.2,0,0,0,12,0.005227122,0.41006424,0.026016043,0.023881283,29.18191604,11.79495798,1,1,"2016",9805506,0.000346743962014811
"53","11",2016-02-22,36,"서울",1.1,-2.2,4.2,1.9,1019.4,0,0,2.25,15,0.005728188,0.575307263,0.009756522,0.046673913,46.82665222,17.7106599,2,2,"2016",9805506,0.000367140665662741
"54","11",2016-02-23,36,"서울",0.7,-4.5,4.5,3.2,1019,0.3,0.9,2.5,15,0.005468109,0.533146697,0.018433481,0.033463415,55.82969432,26.86904762,2,2,"2016",9805506,0.000367140665662741
"55","11",2016-02-24,36,"서울",-3,-6.8,2.2,2.9,1022.4,0,0,0,14,0.005075808,0.465642151,0.020617807,0.030707609,35.20730397,17.10887772,2,2,"2016",9805506,0.000367140665662741
"56","11",2016-02-25,36,"서울",-0.2,-5.8,5.7,2.7,1021.7,0,0,0,13,0.006719689,0.622810811,0.018138378,0.039367568,53.43965517,27.31282051,2,2,"2016",9805506,0.000367140665662741
"57","11",2016-02-26,36,"서울",2.2,-3.2,7.5,2.2,1017.3,0,0,0.5,14,0.006939024,0.604,0.019779459,0.041181622,53.36550976,28.15202703,2,2,"2016",9805506,0.000367140665662741
"58","11",2016-02-27,36,"서울",3.3,0.5,8.1,2,1013.7,0,0.2,3.83,4,0.006331133,0.633941998,0.017196141,0.043754555,69.58905579,39.91471572,2,2,"2016",9805506,0.000367140665662741
"59","11",2016-02-28,32,"서울",0.7,-2.6,6.9,2.1,1011.3,5,4.1,4,14,0.00559011,0.652360515,0.013350915,0.044970053,48.78494624,27.77664975,2,2,"2016",9805506,0.000326347258366881
"60","11",2016-02-29,36,"서울",-3.8,-5.9,-1.1,4,1014.4,0,0,2.05,14,0.005284454,0.454027927,0.025635875,0.025225322,57.61858974,27.64537815,2,2,"2016",9805506,0.000367140665662741
"61","11",2016-03-01,34,"서울",-2.7,-7.5,2.1,2.5,1017.2,0,0,0,12,0.005120614,0.435011186,0.023624459,0.029389957,33.87823276,17.306914,2,2,"2016",9805506,0.000346743962014811
"62","11",2016-03-02,36,"서울",3.1,-2.2,8.1,2.9,1014.1,0,0,0,9,0.005936291,0.514547537,0.017439159,0.041399336,40.18333333,20.30756014,2,2,"2016",9805506,0.000367140665662741
"63","11",2016-03-03,36,"서울",8.1,4.4,13.9,1.9,1013.2,0,0,0,5,0.005693208,0.571594878,0.016517084,0.047509112,59.138322,29.73684211,2,2,"2016",9805506,0.000367140665662741
"64","11",2016-03-04,36,"서울",13.2,6.4,20.3,2.7,1013.4,0,0.1,1.03,5,0.005692396,0.648237885,0.014785242,0.051037486,73.10264901,36.11824324,2,2,"2016",9805506,0.000367140665662741
"65","11",2016-03-05,36,"서울",11.3,9.1,13.5,2.6,1007.9,0,40,10.87,14,0.004566441,0.498504274,0.010477564,0.035221154,24.46054054,13.92123288,1,1,"2016",9805506,0.000367140665662741
"66","11",2016-03-06,32,"서울",7.9,4.3,12.9,2.8,1009,0,0.2,2.92,5,0.004586712,0.46784188,0.021438034,0.026726496,95.31550802,22.27591973,3,2,"2016",9805506,0.000326347258366881
"67","11",2016-03-07,36,"서울",8.1,4.8,12.2,2,1007.6,0,0,0.17,15,0.005394009,0.674888889,0.006782895,0.052845395,112.5524017,28.09427609,3,2,"2016",9805506,0.000367140665662741
"68","11",2016-03-08,36,"서울",2.7,-1.4,7,3.1,1012.3,0,0,0,15,0.004851896,0.445517241,0.023526196,0.028129693,73.92210767,20.45266781,2,2,"2016",9805506,0.000367140665662741
"69","11",2016-03-09,36,"서울",0.3,-2.7,5.3,3.5,1013.2,0,0,0,15,0.005069635,0.427141268,0.024502781,0.023150167,46.20786517,14.93548387,2,1,"2016",9805506,0.000367140665662741
"70","11",2016-03-10,36,"서울",-1.1,-4.3,3.1,3.2,1015.6,0,0,0,14,0.005206659,0.423258427,0.026436872,0.023049162,36.95388076,14.29432014,2,1,"2016",9805506,0.000367140665662741
"71","11",2016-03-11,36,"서울",-0.5,-5.5,4.6,2.6,1014.7,0,0,0,12,0.005314773,0.457142857,0.025602876,0.028640487,38.55210643,17.00841751,2,2,"2016",9805506,0.000367140665662741
"72","11",2016-03-12,36,"서울",2,-3.3,6.4,2.5,1014.1,0,0,0,1,0.005743421,0.526282051,0.020864026,0.037344017,46.03659849,18.73,2,2,"2016",9805506,0.000367140665662741
"73","11",2016-03-13,33,"서울",3.7,1.9,6.5,1.6,1013.6,0,0.1,2,14,0.006138158,0.596794872,0.023231838,0.039893162,64.58440171,34.9916388,2,2,"2016",9805506,0.000336545610190846
"74","11",2016-03-14,36,"서울",4.7,1.3,9.6,2.6,1012,0,0,0,14,0.005142857,0.595191257,0.027620652,0.034818478,67.54295154,41.60137457,2,2,"2016",9805506,0.000367140665662741
"75","11",2016-03-15,36,"서울",5.2,-1,12.4,2.2,1012.8,0,0,0,14,0.006766816,0.62646086,0.018752183,0.050783843,59.81181619,27.56798623,2,2,"2016",9805506,0.000367140665662741
"76","11",2016-03-16,36,"서울",7.5,2.7,13.8,2,1011.5,0,0,0,3,0.008286353,0.662309368,0.018037077,0.057240964,67.57582418,32.37972509,2,2,"2016",9805506,0.000367140665662741
"77","11",2016-03-17,36,"서울",9.3,2,14.7,1.4,1009.7,0,0,0,5,0.007835586,0.907025247,0.00715011,0.077475717,80.06820682,40.21649485,3,2,"2016",9805506,0.000367140665662741
"78","11",2016-03-18,36,"서울",13.4,8.8,20.1,2.4,1002,0,0,0,14,0.007087583,0.819368879,0.01643326,0.06230837,70.55217391,36.55423729,2,2,"2016",9805506,0.000367140665662741
"79","11",2016-03-19,36,"서울",11.4,6.6,18.1,2.5,1004.2,0,0,0,14,0.005485746,0.609440176,0.024997863,0.040600427,78.73922414,39.27712855,2,2,"2016",9805506,0.000367140665662741
"80","11",2016-03-20,32,"서울",10.6,4.9,17.5,2.2,1009.9,0,0,0,14,0.007400219,0.70504386,0.021157051,0.045001068,84.00859291,43.73578595,3,2,"2016",9805506,0.000326347258366881
"81","11",2016-03-21,36,"서울",9.9,5.5,16.1,2.2,1012.3,0,0,0,14,0.007424808,0.763656148,0.019545455,0.055315508,89.3049569,47.72727273,3,2,"2016",9805506,0.000367140665662741
"82","11",2016-03-22,36,"서울",8,3.5,13.8,2.5,1008.7,0,0,0,15,0.006458242,0.608681672,0.024094218,0.049003212,74.70689655,44.27777778,2,2,"2016",9805506,0.000367140665662741
"83","11",2016-03-23,36,"서울",8.2,3.8,13.8,2.9,1008.9,0,0,0,14,0.005557522,0.553405405,0.027649351,0.035560345,82.54989154,46.11764706,3,2,"2016",9805506,0.000367140665662741
"84","11",2016-03-24,36,"서울",7.2,1.6,12.7,2.4,1013.8,0,0,0,14,0.004819383,0.451609442,0.025683476,0.032880901,43.2815534,21.32773109,2,2,"2016",9805506,0.000367140665662741
"85","11",2016-03-25,36,"서울",7.1,2.1,12.6,2.2,1013,0,0,0,14,0.005885463,0.588841202,0.020097639,0.047862661,72.47727273,35.3344652,2,2,"2016",9805506,0.000367140665662741
"86","11",2016-03-26,36,"서울",6.5,2.1,12.6,2.2,1010.8,0,0,0,14,0.00570943,0.591880342,0.022290598,0.046998932,68.53304442,39.92976589,2,2,"2016",9805506,0.000367140665662741
"87","11",2016-03-27,32,"서울",7.2,2.2,13.1,2.6,1009.7,0,0,0,13,0.006734649,0.599679487,0.032412393,0.040422009,68.09334764,40.35833333,2,2,"2016",9805506,0.000326347258366881
"88","11",2016-03-28,36,"서울",9.8,2.3,17.4,2,1010.6,0,0,0,12,0.007955801,0.66799569,0.027970905,0.054322928,72.14875136,40.3047138,2,2,"2016",9805506,0.000367140665662741
"89","11",2016-03-29,36,"서울",11.3,7.6,17.1,3.2,1007.6,0,0.1,1.17,14,0.007665912,0.655801105,0.043156733,0.041506623,99.33068182,51.64482759,3,3,"2016",9805506,0.000367140665662741
"90","11",2016-03-30,36,"서울",11.5,7,18.3,2.2,1009.3,0,0,0,4,0.006536782,0.603583427,0.027194631,0.043739618,94.12045455,47.42372881,3,2,"2016",9805506,0.000367140665662741
"91","11",2016-03-31,36,"서울",13.5,6,21.4,2.1,1006.2,0,0,0,14,0.006936313,0.677584331,0.014213275,0.061673289,54.13755459,21.74371859,2,2,"2016",9805506,0.000367140665662741
"92","11",2016-04-01,36,"서울",15.3,7.3,23.8,2,1005,0,0,0,14,0.007406569,0.757032967,0.020207921,0.067538968,74.40974529,30.34476844,2,2,"2016",9805506,0.000367140665662741
"93","11",2016-04-02,36,"서울",15,9.6,21.7,2.3,1007.9,0,0,0,3,0.007942632,0.705240642,0.032770299,0.056826923,81.95341278,40.38888889,3,2,"2016",9805506,0.000367140665662741
"94","11",2016-04-03,32,"서울",10.7,8.2,12.7,1.7,1007.6,0,2,8.43,14,0.004649775,0.542887701,0.024021368,0.034209402,53.61004274,31.60611205,2,2,"2016",9805506,0.000326347258366881
"95","11",2016-04-04,36,"서울",12.3,5.1,19.8,2.2,1003.1,0,0,0,13,0.00482574,0.49359392,0.017815818,0.038895991,32.48095756,12.47404844,2,1,"2016",9805506,0.000367140665662741
"96","11",2016-04-05,36,"서울",11.4,5.9,18.1,2.5,1006.1,0,0,0,4,0.007363533,0.531453362,0.024215897,0.044426423,60.48072805,21.46519525,2,2,"2016",9805506,0.000367140665662741
"97","11",2016-04-06,36,"서울",14.4,6.6,22.9,1.9,1005.2,0,3,2.12,13,0.00785957,0.659251101,0.02275188,0.057049409,76.7537961,36.09780776,2,2,"2016",9805506,0.000367140665662741
"98","11",2016-04-07,36,"서울",14.1,10.5,20.6,3,998.7,0,7.5,6.95,14,0.004997748,0.531648352,0.028946581,0.036415598,44.74006445,24.5887522,2,2,"2016",9805506,0.000367140665662741
"99","11",2016-04-08,36,"서울",11.1,7.8,18.7,2.5,1005,0,0,0,11,0.005752542,0.573908297,0.025885316,0.039359057,78.12311015,38.85786802,2,2,"2016",9805506,0.000367140665662741
"100","11",2016-04-09,36,"서울",10.7,7.4,14.1,1.8,1003.8,0,0,0,13,0.006185811,0.804613734,0.016659893,0.045739316,118.3846154,57.86333333,3,3,"2016",9805506,0.000367140665662741
"101","11",2016-04-10,33,"서울",13.4,9.3,20.7,2.1,1002.8,0,0,0,14,0.006367764,0.865769645,0.034250807,0.036827772,134.6504329,67.7147708,3,3,"2016",9805506,0.000336545610190846
"102","11",2016-04-11,36,"서울",12.5,5.7,19.4,2.4,1008.4,0,0,0,14,0.004429229,0.464449291,0.027459106,0.036956379,48.16575192,20.11652174,2,2,"2016",9805506,0.000367140665662741
"103","11",2016-04-12,36,"서울",14.1,10.3,19.4,2.3,1004.5,0,0,0,14,0.00525,0.519432314,0.025819869,0.041152838,58.76200873,26.6360601,2,2,"2016",9805506,0.000367140665662741
"104","11",2016-04-13,35,"서울",15.6,11.4,21.4,1.7,996.4,0,1,7.5,14,0.005058559,0.636217949,0.018200855,0.049764957,60.36217949,32.25250836,2,2,"2016",9805506,0.000356942313838776
"105","11",2016-04-14,36,"서울",12.4,9.3,18.6,2.6,1002.4,0,0,0,14,0.004971494,0.605194805,0.014753514,0.046325405,58.65330444,30.43243243,2,2,"2016",9805506,0.000367140665662741
"106","11",2016-04-15,36,"서울",15,8.1,23.1,2.6,1008.5,0,0,0,5,0.005263699,0.626499455,0.027133117,0.045909091,56.71334792,26.99315068,2,2,"2016",9805506,0.000367140665662741
"107","11",2016-04-16,36,"서울",14.9,9.8,20.7,2.9,996.6,0,23.5,11.17,12,0.005248874,0.577136752,0.024770299,0.046761752,53.78862661,24.42976589,2,2,"2016",9805506,0.000367140665662741
"108","11",2016-04-17,31,"서울",10.8,8.3,14.5,4.7,993.8,0,20.5,5.67,13,0.004510135,0.464102564,0.036746795,0.019175214,47.43817787,16.21006944,2,2,"2016",9805506,0.000316148906542916
"109","11",2016-04-18,36,"서울",11.2,7.1,18.6,3.1,1003.8,0,1.5,2.13,14,0.005175874,0.496684492,0.031075922,0.030540107,64.50805585,22.57435897,2,2,"2016",9805506,0.000367140665662741
"110","11",2016-04-19,36,"서울",12,6.5,19.2,2.2,1012.1,0,0,0,4,0.004543405,0.474162162,0.026421452,0.036594156,47.85032538,20.31133672,2,2,"2016",9805506,0.000367140665662741
"111","11",2016-04-20,36,"서울",14.3,10.1,20.9,2.1,1008.3,0,0.5,7.2,5,0.005394177,0.621585903,0.017732824,0.052477298,65.70568928,30.5890411,2,2,"2016",9805506,0.000367140665662741
"112","11",2016-04-21,36,"서울",13.5,10.3,16.9,2.8,996.2,0,17,11.83,14,0.004016873,0.499091941,0.024248337,0.037090909,29.70985604,16.60070671,1,2,"2016",9805506,0.000367140665662741
"113","11",2016-04-22,36,"서울",13.5,10.1,18.6,2.6,999,0,0,0.5,14,0.004741436,0.622911964,0.029066298,0.037480577,84.60666667,46.91055456,3,2,"2016",9805506,0.000367140665662741
"114","11",2016-04-23,36,"서울",13.5,7.8,19.8,2.1,1003.4,0,0,0,14,0.004549945,0.590570175,0.023169956,0.037829405,201.2697368,41.88194444,4,2,"2016",9805506,0.000367140665662741
"115","11",2016-04-24,33,"서울",15.5,8.1,23.7,1.9,1005,0,0,0,3,0.004384615,0.505714286,0.026794505,0.037159341,147.7857143,25.91243433,3,2,"2016",9805506,0.000336545610190846
"116","11",2016-04-25,36,"서울",17.2,10.2,25.3,1.7,1007.4,0,0,0,5,0.005228477,0.613414634,0.019293598,0.056945916,80.24915445,24.20603908,3,2,"2016",9805506,0.000367140665662741
"117","11",2016-04-26,36,"서울",21.1,12.1,29.6,2,1004.1,0,0,0,5,0.005221133,0.596840959,0.030546841,0.048390591,82.15614618,28.57266436,3,2,"2016",9805506,0.000367140665662741
"118","11",2016-04-27,36,"서울",17.2,14.5,20.7,3.6,999.3,0,0,0,4,0.004154762,0.402166847,0.038799784,0.029691558,52.76923077,16.32263514,2,2,"2016",9805506,0.000367140665662741
"119","11",2016-04-28,36,"서울",17.2,12.4,23,2,997.3,0,0,0,12,0.004643703,0.458665231,0.030609257,0.04008,60.33549784,20.53794266,2,2,"2016",9805506,0.000367140665662741
"120","11",2016-04-29,36,"서울",16.2,10.9,22.6,2.5,1001.5,0,0.3,0.23,12,0.005388708,0.496199783,0.033476656,0.040391965,66.18790497,27.10829103,2,2,"2016",9805506,0.000367140665662741
"121","11",2016-04-30,35,"서울",15.9,10.8,20.4,2.8,1001.4,0,0,0,11,0.007253205,0.599252137,0.049692719,0.036550214,78.39978448,35.44166667,2,2,"2016",9805506,0.000356942313838776
"122","11",2016-05-01,35,"서울",18.8,12.2,26,2.2,1003.5,0,0,0,9,0.005404915,0.505982906,0.043018162,0.032480769,46.85991379,20.12353923,2,2,"2016",9805506,0.000356942313838776
"123","11",2016-05-02,36,"서울",21.1,16.5,28.4,2.2,1001.1,0,16.5,7.08,12,0.00464086,0.52516129,0.024702703,0.036912903,48.55458515,23.57410562,2,2,"2016",9805506,0.000367140665662741
"124","11",2016-05-03,36,"서울",12.9,8.9,17.6,4.9,984.5,0,27,20.72,13,0.003697826,0.357173913,0.026892391,0.018955386,19.40773481,9.258347979,1,1,"2016",9805506,0.000367140665662741
"125","11",2016-05-04,36,"서울",15.7,10.2,20.6,5.1,993.6,0,0,0,14,0.004244035,0.344601963,0.036110509,0.023350276,52.5504386,11.81238938,2,1,"2016",9805506,0.000367140665662741
"126","11",2016-05-05,34,"서울",18.9,10.2,26.9,1.7,1002.5,0,7.5,3.33,14,0.005154915,0.583604777,0.02564485,0.042231838,57.26956522,21.24659864,2,2,"2016",9805506,0.000346743962014811
"127","11",2016-05-06,36,"서울",16.3,13,18.6,2,996.8,0,9.5,10.87,13,0.004071658,0.511456103,0.018844027,0.036996795,53.09022556,21.91708968,2,2,"2016",9805506,0.000367140665662741
"128","11",2016-05-07,36,"서울",16.5,10.7,22.6,2.6,1004,0,0,0,4,0.005002137,0.473475936,0.025292308,0.031428419,116.2959402,21.86904762,3,2,"2016",9805506,0.000367140665662741
"129","11",2016-05-08,33,"서울",19.4,11.6,26.8,2.1,1005.8,0,0,0,15,0.004802998,0.485149573,0.033068057,0.033364316,54.04951561,16.49745331,2,2,"2016",9805506,0.000336545610190846
"130","11",2016-05-09,36,"서울",20.2,16.3,25.4,2,1000.6,0,0,0.28,1,0.00528306,0.513537118,0.032634744,0.040577511,61.95782464,21.2879046,2,2,"2016",9805506,0.000367140665662741
"131","11",2016-05-10,36,"서울",14.5,12.5,18.1,2.3,997,0,13.5,12.5,13,0.004061404,0.453618421,0.031042952,0.029332237,32.98232044,14.24742268,2,1,"2016",9805506,0.000367140665662741
"132","11",2016-05-11,36,"서울",16.4,10.4,23.5,2,999.4,0,0,0,10,0.00432967,0.420879121,0.029346154,0.033034103,31.62472406,12.79553265,2,1,"2016",9805506,0.000367140665662741
